user_site_id,lat,long,elevation,precip,temp,pedon_key,pedon_key_1,layer_key,layer_sequence,hzn_bot,calc_depth,Bulk_Density,soil_C,Total_C_kg
S1984CA029001,35.6586113,-117.6358337,680.4,116.9821857,18.05493674,84P0663,84P0663,84P03639,1,30,30,1.5,0.63,1.575
S1984CA029005,35.7063713,-117.8286819,703.7,116.8570375,17.76876331,85P0624,85P0624,85P03208,1,13,13,1.5,0.370485481,2.44945033
S1984CA029019,35.6074867,-117.7736816,770.6,125.539878,17.3576573,85P0623,85P0623,85P03201,1,8,8,1.5,0.251953642,1.883948632
S1984CA029020,35.637207,-117.8036804,752,122.9714394,17.46222362,85P0625,85P0625,85P03215,1,36,36,1.5,0.647992868,1.511986755
S1986CA029002,35.2772026,-119.4323273,342.2,77.6483513,19.18839195,86P0594,86P0594,86P03418,1,5,5,1.51,0.347296042,2.778889861
S1987CA029011,35.7180405,-117.6383972,657.4,113.6538175,18.20558327,87P0697,87P0697,87P03721,1,13,13,1.5,0.77997283,1.909460774
S1987CA029012,35.7333183,-117.5508957,719.3,120.0002046,17.84336654,87P0698,87P0698,87P03729,1,15,15,1.5,1.124932075,8.512432075
S1987CA029013,35.7377625,-117.5825653,659.4,113.9124535,18.22748334,87P0699,87P0699,87P03736,1,3,3,1.5,0.252,13.0965
S1988CA029002,34.8655548,-117.8847198,695.7,131.1655783,17.83162704,88P0948,88P0948,88P05153,1,30,30,1.67,0.450883898,1.335796043
S1988CA029003,34.8713875,-117.8855591,695.7,131.0515236,17.83076364,88P0949,88P0949,88P05156,1,10,10,1.5,0.389975717,1.120455679
S1988CA029004,34.8688889,-117.8838882,695.7,131.1104829,17.83199055,88P0950,88P0950,88P05159,1,10,10,1.62,0.259184155,2.041362289
S1988CA029005,34.8658333,-117.8944473,695.7,131.0855148,17.82525457,88P0951,88P0951,88P05162,1,15,15,1.5,0.562470283,2.08359063
S1988CA029006,34.8602791,-117.8830566,693.7,131.0833228,17.84652318,88P0952,88P0952,88P05166,1,9,9,1.43,0.37323,3.615345852
88CA668002,35.7466667,-117.6444444,659.3,113.2619628,18.18723763,89P0327,89P0327,89P01813,1,8,8,1.5,0,0.595514148
S1989CA029012,35.7091675,-117.7377777,681.8,115.3990681,17.97611474,89P0321,89P0321,89P01772,1,5,5,1.5,0.09749117,1.121461437
S1990CA029006,35.1955566,-118.9852753,93.5,58.67512983,21.16672516,90P0575,90P0575,90P03336,1,24,24,1.62,4.78224,13.7934
S1990CA029007,35.209446,-118.9574966,100.2,59.27737119,21.13882361,90P0576,90P0576,90P03343,1,15,15,1.51,1.47225,3.456649827
S1990CA029008,35.2547226,-119.0619431,104.4,58.04170017,21.039717,90P0577,90P0577,90P03350,1,15,15,1.5,1.26,6.393
S1990CA029009,35.2658348,-119.2158356,96.5,55.8914566,20.99196149,90P0578,90P0578,90P03359,1,3,3,1.38,0.25254,1.42116
90CA029010,35.2733333,-119.2061111,98.3,56.00118609,20.98574025,90P0579,90P0579,90P03373,1,13,13,1.5,0.702,3.8025
S1990CA029011,35.2216682,-119.2430573,90.2,55.89047515,21.01915665,90P0580,90P0580,90P03377,1,10,10,1.5,1.184993292,9.814413292
S1990CA029012,35.1952782,-119.2430573,87.8,56.14640682,21.0368105,90P0581,90P0581,90P03385,1,18,18,1.63,1.320295488,3.220051264
S1990CA029013,35.1805573,-119.2755585,88.7,56.25417938,21.01027798,90P0582,90P0582,90P03393,1,15,15,1.34,4.623,33.0927
S1990CA029015,35.0466652,-119.2825012,228.9,72.1564477,20.06491113,90P0584,90P0584,90P03407,1,5,5,1.5,1.371847415,5.633662131
90CA029016,35.06,-119.2991667,199.8,68.98295112,20.25007887,90P0585,90P0585,90P03414,1,10,10,1.5,0.659977585,3.020957632
90CA029017,35.0847222,-119.2111111,143.2,63.76076743,20.68903253,90P0586,90P0586,90P03417,1,29,29,1.5,1.913988792,5.144479639
90CA029018,35.0588889,-119.0855556,150.1,65.86809927,20.7258252,90P0587,90P0587,90P03426,1,18,18,1.5,2.241,7.400438225
90CA029019,34.9825,-118.9172222,336.3,86.48451414,19.5808461,90P0588,90P0588,90P03433,1,4,4,1.5,0.449898113,3.796597922
S1990CA029020,35.1594429,-119.055275,87.2,58.19610636,21.16552793,90P0589,90P0589,90P03442,1,15,15,1.5,2.2275,8.83138
S1990CA029021,35.1872215,-119.089447,92.1,57.89182757,21.10856048,90P0590,90P0590,90P03450,1,10,10,1.5,0.54,2.24036
S1990CA029022,35.1944427,-119.3036118,89.5,55.85892105,20.98578435,90P0591,90P0591,90P03459,1,21,21,1.5,6.2685,24.3735
90CA691014,35.1488889,-119.3094444,91.5,56.84666265,20.97090722,90P0583,90P0583,90P03400,1,22,22,1.5,1.716,6.70026
92CA029001,34.9555556,-118.9766667,477,100.0577247,18.59201209,93P0294,93P0294,93P02339,1,10,10,1.76,2.235081239,8.565844187
92CA029002,35.0180448,-119.0584281,320.4,83.21177798,19.59416042,93P0295,93P0295,93P02348,1,8,8,1.49,1.775880275,6.740197205
92CA029003,34.932211,-119.3926024,1171,164.0411057,13.62848488,93P0296,93P0296,93P02355,1,5,5,1.4,1.16885178,9.146265266
92CA029004,35.0713889,-119.4308333,365.1,83.65907108,19.04562498,93P0297,93P0297,93P02365,1,7,7,1.17,1.547851421,6.315097704
92CA029005,35.2305352,-119.6381678,595.4,101.2792364,17.34420014,93P0298,93P0298,93P02372,1,8,8,1.49,1.787773801,4.637576812
92CA029006,34.9039137,-114.4580267,335.2,122.1753317,22.50684572,93P0299,93P0299,93P02381,1,8,8,1.5,1.679940566,5.495481158
93CA668001,35.2680556,-118.7986111,180.7,67.16344793,20.69514437,93P0472,93P0472,93P03535,1,13,13,1.61,0.795317698,2.473961616
93CA668003,35.3625,-118.3141667,1534,199.3279772,11.85540031,93P0474,93P0474,93P03551,1,10,10,1.29,2.463756071,11.38168644
93CA668004,35.3138889,-118.3252778,1148,163.0093682,14.46096353,93P0475,93P0475,93P03557,1,8,8,1.5,4.043399123,12.54614968
93CA668005,35.375,-118.1591667,1578.6,204.5814085,11.65443303,93P0476,93P0476,93P03563,1,13,13,1.42,0.535300281,2.730797407
93CA668006,35.6897222,-118.4041667,1025.9,143.7241894,15.21477872,93P0477,93P0477,93P03568,1,8,8,1.56,1.796577812,10.98966903
S1974CA029001,35.0708351,-118.1055527,823.6,137.9808312,16.81133684,74C0001,74C0001,74C00001,1,8,8,1.63,0.599798492,2.411675455
S1974CA029002,35.0694427,-118.105835,823.1,137.9562455,16.8146086,74C0002,74C0002,74C00009,1,10,10,1.58,0.347579275,2.129436926
S1974CA029003,34.9174995,-118.1547241,787.6,136.967642,17.03091671,74C0003,74C0003,74C00019,1,8,8,1.45,0.579944462,3.938907733
S1974CA029004,34.9527779,-118.2649994,876.7,144.0381128,16.3544315,74C0004,74C0004,74C00025,1,8,8,1.5,0.311988962,1.686770679
S1974CA029005,35.2599983,-117.8430557,931.5,146.8924174,16.24304179,74C0005,74C0005,74C00032,1,5,5,1.63,0.220017516,2.015744168
S1974CA029006,35.1569443,-117.8194427,806,136.903267,17.11269066,74C0006,74C0006,74C00037,1,8,8,1.64,0.367325898,2.152717542
S1974CA029007,35.0708351,-118.0194473,761.7,132.6898397,17.28619008,74C0007,74C0007,74C00046,1,4,4,1.36,0.239338503,4.590497161
S1974CA029008,35.086113,-117.8888855,720.5,129.4506109,17.64929607,74C0008,74C0008,74C00052,1,10,10,1.5,0.284988708,1.527680672
S1974CA029009,35.1319427,-118.4919434,1219.8,171.9883134,13.87633646,74C0009,74C0009,74C00059,1,4,4,1.4,0.823091275,9.574818313
S1974CA029010,35.1555557,-118.5180588,1346.3,183.5197487,13.00257844,74C0010,74C0010,74C00067,1,7,7,1.16,1.729397766,8.948258133
S1974CA029011,35.1847229,-118.4347229,1630.5,210.961094,11.1336573,74C0011,74C0011,74C00071,1,8,8,1.5,1.763800302,9.064120419
S1974CA029012,35.0708351,-118.1005554,819.6,137.6345591,16.84165156,74C0076,74C0076,74C00489,1,8,8,1.66,0.411644541,2.65206046
S1978CA029001,35.5141678,-119.7236099,148,52.35340023,20.29844627,78P0366,78P0366,78P01995,1,15,15,1.74,1.2006,5.5542
S1979CA029002,34.8227768,-119.191391,2395.2,285.3665216,5.487636363,79P0456,79P0456,79P02443,1,20,20,1.2,6.551198925,17.14806675
S1986CA027001,36.7877769,-118.1050034,1144,137.1339334,14.55240786,86P0808,86P0808,86P04863,1,2,2,1.5,0.032988792,1.534396458
S1986CA027002,36.7916679,-118.1186142,1141.1,136.6783689,14.56291276,86P0809,86P0809,86P04869,1,2,2,1.5,0.041983358,1.653984104
S1986CA027003,36.7594452,-118.1388855,1146.4,137.6264208,14.51556434,86P0810,86P0810,86P04877,1,8,8,1.11,1.465192328,18.73900504
S1986CA027004,36.7930565,-118.1474991,1150.5,137.3344633,14.48039552,86P0811,86P0811,86P04885,1,14,14,0.95,7.3948,23.95506
S1986CA027005,36.8008347,-118.1541672,1152.9,137.3704837,14.45938845,86P0812,86P0812,86P04892,1,15,15,1.13,2.3052,18.6172
S1986CA027006,36.7727776,-118.1616669,1173.8,139.8406493,14.31467209,86P0813,86P0813,86P04901,1,13,13,1.18,6.626857301,24.5933573
S1986CA027007,36.8086128,-118.2149963,1228.1,143.9920311,13.91069775,86P0814,86P0814,86P04908,1,10,10,1.69,0.30409524,1.474357773
S1986CA027008,36.9269447,-118.2163925,1161.8,135.4210668,14.35172973,86P0815,86P0815,86P04915,1,5,5,1.45,1.1745,10.0786598
S1986CA027009,37.371666,-118.4072189,1273.7,136.5116613,13.4463194,86P0816,86P0816,86P04926,1,10,10,1.03,8.07510584,24.01517876
S1989CA027001,36.0086098,-117.5741653,1634,202.7288033,11.62793324,89P0322,89P0322,89P01781,1,1,1,1.5,0.091417132,3.153583072
S1989CA027002,35.9900017,-117.5977783,1551.5,194.9544155,12.17138511,89P0323,89P0323,89P01787,1,1,1,1.5,0.041938189,3.271040041
S1989CA027003,35.9883347,-117.5905533,1563.3,196.1758689,12.09640332,89P0324,89P0324,89P01793,1,8,8,1.65,0.131986644,2.214888909
S1989CA027004,35.9738884,-117.5950012,1568.3,196.8890401,12.06046535,89P0325,89P0325,89P01799,1,8,8,1.55,0.557893927,3.201603327
S1991CA027100,36.3555565,-118.0305557,1174.3,148.5946913,14.41950203,91P1138,91P1138,91P07647,1,15,15,1.5,5.872300557,14.57491678
S1991CA027101,36.3938904,-118.0530548,1627.6,191.3176412,11.33743299,91P1139,91P1139,91P07650,1,2,2,1.5,0.113970962,4.798434198
S1991CA027102,36.3561096,-118.0316696,1186.1,149.7109621,14.33895048,91P1140,91P1140,91P07656,1,15,15,1.5,0.225,1.245
S1991CA027103,36.4666672,-118.1166687,2501.6,273.5561018,5.381785612,91P1141,91P1141,91P07660,1,8,8,1.5,1.739199764,8.161529434
S1991CA027104,36.4402771,-118.1502762,3203.1,341.2619813,0.617578066,91P1142,91P1142,91P07664,1,8,8,1.5,4.211850991,8.797261585
S1991CA027105,36.580555,-118.1458359,1605.9,185.0724345,11.41345815,91P1143,91P1143,91P07669,1,3,3,1.5,4.239,37.60185099
S1987CA065653,34.0205574,-117.1833344,455.2,129.0209096,19.96193884,87P0653,87P0653,87P03412,1,18,18,1.65,0.9503737,2.943334231
S1979CA065101,33.7166672,-116.7166672,1474.7,236.2876513,13.38929488,79P0445,79P0445,79P02403,1,38,38,1.71,2.9241,7.10900066
S1979CA065103,33.6833344,-116.75,1364.3,226.026281,14.11585401,79P0447,79P0447,79P02408,1,15,15,1.49,2.078433131,5.251010337
S1979CA065104,33.7833328,-116.7333298,1930.8,278.8022851,10.29057676,79P0448,79P0448,79P02412,1,13,13,1.4,4.003772196,10.99082041
S1979CA065105,33.8833351,-116.8166656,945.8,181.5676635,16.89145935,79P0449,79P0449,79P02416,1,12,12,1.5,2.933695528,9.536915262
S1979CA065107,33.75,-116.8166656,947.6,184.2003065,16.8864853,79P0451,79P0451,79P02423,1,10,10,1.5,4.949635755,12.00550636
S1986NV017002,37.4324989,-114.8055573,1576.4,192.2483937,13.7499995,86P0887,86P0887,86P05338,1,5,5,1.35,0.418286802,12.09830386
S1986NV017003,37.3288879,-114.8925018,1416.2,178.080121,14.78207088,86P0888,86P0888,86P05344,1,8,8,1.59,0.419750555,3.906942492
S1986NV017004,37.3549995,-114.9361115,1384.7,174.2325471,14.96516867,86P0889,86P0889,86P05349,1,3,3,1.5,0.261,5.20608
S1986NV017005,37.503334,-114.839447,1525,185.7365188,14.07160284,86P0890,86P0890,86P05355,1,5,5,1.5,0.382387415,4.0293287
S1986NV017007,37.3375015,-114.5838852,1426.3,181.2698874,14.91500508,86P0892,86P0892,86P05364,1,8,8,1.49,1.251432864,7.01835373
S1986NV017008,37.4586105,-114.4577789,2102.7,245.0708038,10.41694709,86P0884,86P0884,86P05324,1,5,5,0.87,1.243822261,13.55243488
S1986NV017009,37.3311119,-114.2216644,1666.6,207.2924462,13.52712898,86P0885,86P0885,86P05331,1,13,13,1.24,5.495812,18.53742567
S1974NV017002,37.1513672,-114.3083267,1067.8,152.3413596,17.52938602,74C0156,74C0156,74C00903,1,3,3,1.64,0.157358805,3.423322951
S1974NV017003,37.284977,-114.2283249,1464.7,188.6711956,14.89055025,74C0157,74C0157,74C00913,1,8,8,1.53,0.942398378,8.71268717
S1974NV017004,37.2496986,-114.2285995,1340.6,177.3825292,15.73146152,74C0158,74C0158,74C00919,1,6,6,1.5,0.782638047,10.77331808
S1974NV017006,37.5360794,-114.8227844,1611.2,193.5525008,13.49782528,74C0160,74C0160,74C00929,1,4,4,1.5,0.233927151,6.585144938
S1974NV017007,37.398056,-114.8883362,1398.4,175.1241329,14.90142617,74C0161,74C0161,74C00936,1,8,8,1.62,0.42762771,4.527524386
S1974NV017008,37.4166336,-114.9250107,1408.7,175.4897313,14.80680414,74C0162,74C0162,74C00944,1,7,7,1.62,0.86184,5.112885339
S1974NV017009,37.5744095,-114.8700104,1487.3,180.5636463,14.30272528,74C0163,74C0163,74C00951,1,4,4,1.35,0.2862,5.797939557
73NV003001,35.5608333,-115.1430556,1606,227.0208034,13.43030476,73C0105,73C0105,73C00707,1,4,4,1.5,0.323857868,4.250038572
73NV003002,35.5655556,-115.0894444,1358.9,203.5778537,15.13602177,73C0106,73C0106,73C00712,1,4,4,1.39,0.344530144,5.961593987
73NV003003,35.7916667,-115.3341667,895.8,152.9760029,18.09544131,73C0107,73C0107,73C00719,1,4,4,1.5,0.209857358,2.312064601
73NV003004,35.8105556,-115.6152778,809.1,142.1225603,18.49698157,73C0108,73C0108,73C00726,1,5,5,1.41,0.162148274,2.652008274
73NV003006,35.9913889,-115.2638889,808.7,141.4550115,18.7195756,73C0110,73C0110,73C00736,1,5,5,1.56,0.070157848,1.985299936
73NV003007,35.1283333,-114.7672222,837,163.9227222,18.89939435,73C0111,73C0111,73C00741,1,5,5,1.39,0.243168341,2.873629836
73NV003008,35.0816667,-114.6547222,202.1,104.5784344,23.26874507,73C0112,73C0112,73C00749,1,5,5,1.41,0.26776886,1.180114829
73NV003009,36.1427778,-114.7816667,415.7,104.5737735,21.68409669,73C0113,73C0113,73C00755,1,8,8,1.38,0.871944264,4.093872917
73NV003011,35.4586111,-114.9094444,1060.8,178.2624832,17.27523973,73C0115,73C0115,73C00764,1,4,4,1.53,0.244764666,3.193312181
73NV003012,35.54,-114.8886111,1050.9,175.969362,17.35140731,73C0116,73C0116,73C00773,1,7,7,1.44,0.534194381,3.861136417
73NV003013,35.6486111,-114.8855556,1095,178.2314775,17.04932901,73C0117,73C0117,73C00780,1,5,5,1.53,0.244712371,2.782928021
73NV003014,35.4855556,-114.6902778,255.3,101.9717906,22.8639565,73C0118,73C0118,73C00787,1,3,3,1.28,0.038375269,2.407222331
73NV003015,35.5233333,-114.9044444,1074.9,178.4634225,17.17966687,73C0119,73C0119,73C00796,1,3,3,1.5,0.341799962,9.773387307
74NV003001,36.4702778,-114.1625,729,133.4384739,19.9524848,74C0150,74C0150,74C00865,1,3,3,1.3,0.2106,1.48536
74NV003002,36.5669444,-114.2369444,660.4,124.4832536,20.3624985,74C0151,74C0151,74C00874,1,5,5,1.39,0.277918341,3.96336607
74NV003003,36.4277778,-114.1441667,706,132.1512497,20.12229096,74C0152,74C0152,74C00879,1,4,4,1.5,0.054,1.479
74NV003004,36.4319444,-114.1569444,682.1,129.6770085,20.27533119,74C0153,74C0153,74C00887,1,7,7,1.4,0.411525446,1.563819583
74NV003005,36.4177778,-114.1269444,723.8,134.1805636,20.0137197,74C0154,74C0154,74C00894,1,4,4,1.35,0.2376,1.01736
80NV003004,36.1741667,-115.0722222,537.9,113.5112993,20.66617075,80P0228,80P0228,80P01234,1,5,5,1.5,0.705,7.78806
80NV003005,36.2658333,-115.2047222,689.6,125.3920007,19.54880415,80P0229,80P0229,80P01242,1,3,3,1.5,0.080987774,4.524765255
S1989NV003001,36.6819458,-114.2805557,426.5,99.52695833,21.90946152,89P0531,89P0531,89P02970,1,1,1,1.5,0.123,6.3533
S1989NV003002,36.7555542,-114.234726,513.6,106.9004133,21.34645431,89P0532,89P0532,89P02983,1,2,2,1.5,0.06,1.387374464
S1989NV003003,36.7555542,-114.234726,513.6,106.9004133,21.34645431,89P0533,89P0533,89P02995,1,1,1,1.5,0.0495,1.158736346
S1989NV003004,36.6819458,-114.2805557,426.5,99.52695833,21.90946152,89P0534,89P0534,89P03004,1,1,1,1.5,0.287967396,5.341437396
S1989NV003005,36.7552795,-114.2544479,605.2,115.5646631,20.71416433,89P0535,89P0535,89P03013,1,308,100,1.5,0.899954151,0.899954151
S1989NV003006,36.7763901,-114.2661133,661.7,120.5201926,20.3233377,89P0536,89P0536,89P03020,1,1,1,1.6,0.052758557,1.498642638
S1989NV003007,36.7750015,-114.2644424,662.3,120.6163914,20.32044737,89P0537,89P0537,89P03028,1,4,4,1.48,0.28411239,3.740482786
S1980NV003001,36.0347176,-115.2033386,719.3,132.5226892,19.3613481,80P0225,80P0225,80P01216,1,3,3,1.5,0.058460264,1.130474995
S1980NV003002,36.1119347,-115.2783356,774.9,135.8688937,18.93218809,80P0226,80P0226,80P01222,1,5,5,1.5,0.142480642,1.975884652
S1980NV003003,36.1166649,-114.9833298,534.7,114.9488616,20.74900971,80P0227,80P0227,80P01228,1,3,3,1.5,0.080919,0.522364991
S1980NV003006,36.2550011,-115.3238907,875.7,142.5750496,18.21306469,80P0230,80P0230,80P01246,1,5,5,1.5,0.14987434,1.864187547
S1980NV003007,36.2405548,-115.1930542,668.6,123.9281509,19.69980016,80P0231,80P0231,80P01253,1,5,5,1.5,0.5025,3.872871452
S1980NV003008,36.2849998,-115.0488892,631.7,120.6693057,20.04114466,80P0232,80P0232,80P01260,1,5,5,1.5,0.194931566,1.718789943
S1980NV003009,36.1599998,-115.1572189,621.8,121.1883541,20.04403897,80P0233,80P0233,80P01266,1,3,3,1.5,0.513,5.94662
S1978NV023001,38.7107658,-116.5892334,3046.2,296.3121442,2.576219005,78P0559,78P0559,78P03292,1,3,3,1.5,1.439347925,15.94709182
S1978NV023002,38.7610435,-116.6036835,3072.5,297.8032415,2.386215667,78P0560,78P0560,78P03300,1,3,3,1.5,2.131430434,16.21581245
S1978NV023003,38.7971573,-116.6009064,3057.2,295.6867555,2.489542431,78P0561,78P0561,78P03307,1,5,5,1.5,2.413824396,17.64928324
S1978NV023004,38.8082657,-116.6092377,2980.5,288.0398323,3.002156877,78P0562,78P0562,78P03314,1,5,5,1.5,3.973065,24.00946296
S1978NV023005,38.7763214,-116.625351,2852.7,276.2117607,3.8575568,78P0563,78P0563,78P03323,1,3,3,1.5,2.442854547,15.59523478
S1978NV023006,38.720768,-116.5870132,3146.4,305.7830777,1.899559831,78P0564,78P0564,78P03331,1,3,3,1.5,1.869916075,18.9813836
S1978NV023007,38.7443771,-116.6036835,3041.1,295.0902742,2.599447765,78P0565,78P0565,78P03338,1,8,8,0.93,7.981824249,20.81202555
S1978NV023008,38.6916008,-116.6092377,2854.3,278.0525354,3.861841699,78P0566,78P0566,78P03344,1,3,3,1.5,1.151543547,13.92155509
S1979NV023001,38.9327774,-116.6927795,2077.5,198.2391814,9.047083143,80P0185,80P0185,80P00921,1,13,13,1.52,0.513735065,2.748657023
S1979NV023002,38.519165,-116.9333344,1985.4,195.1566114,9.534992606,80P0186,80P0186,80P00928,1,10,10,1.55,0.945461288,4.729569997
S1986NV023003,38.6744461,-116.2333298,2058.6,204.7252703,9.489108429,86P0806,86P0806,86P04856,1,3,3,1.5,0.242812019,9.867674123
S1987NV023001,36.9669456,-115.9694443,1258.2,161.263172,15.16619525,87P0609,87P0609,87P03200,1,4,4,1.37,0.345128448,3.103688736
S1987NV023002,38.3604889,-116.363945,1882.1,192.5327568,10.61421738,87P0269,87P0269,87P01346,1,3,3,1.5,0.197906604,10.84727967
87NV023003,38.3993778,-116.2039417,1677.9,173.4056485,12.09752537,87P0270,87P0270,87P01353,1,5,5,1.5,0.134992358,3.889808983
S1987NV023004,38.1366043,-116.6775589,1810.2,187.3307869,10.90754082,87P0271,87P0271,87P01359,1,3,3,1.5,0.134951604,4.27735778
S1987NV023005,38.4260445,-116.1825562,1765.7,181.524042,11.51634313,87P0272,87P0272,87P01365,1,10,10,1.58,0.489762036,3.092318485
S1987NV023006,38.0566025,-116.0650406,1506.3,164.292003,13.36719843,87P0273,87P0273,87P01370,1,5,5,1.62,0.202497524,2.075239941
S1987NV023008,38.7707748,-115.182518,1720.5,178.5201263,12.45696149,87P0280,87P0280,87P01394,1,8,8,1.5,0.576,5.306991425
S1987NV023009,38.9902115,-115.6119843,1710.2,170.1736591,12.23408719,87P0281,87P0281,87P01398,1,8,8,1.5,1.08,8.5875
S1987NV023010,38.3693771,-116.4175568,2080.8,211.0690007,9.23505466,87P0287,87P0287,87P01418,1,8,8,1.5,0.947771943,13.93216613
S1987NV023011,38.3346558,-116.3092194,1619.7,168.1902942,12.42577352,87P0268,87P0268,87P01338,1,5,5,1.5,0.442469943,3.201179244
S1987NV023100,36.667778,-115.9972229,1166.7,157.7661807,15.78292981,87P0726,87P0726,87P03911,1,3,3,1.5,0.12139684,3.839720403
S1987NV023100A,36.6674995,-115.9972229,1165.6,157.6655079,15.79038324,87P0727,87P0727,87P03918,1,2,2,1.5,0.101864321,3.579066155
S1992NV023001,38.7022209,-117.7722244,1834.8,170.8320419,9.995235911,92P0570,92P0570,92P03325,1,8,8,1.54,0.307883657,2.617659506
S1992NV023002,38.6361122,-117.6444473,1858.8,175.3442709,9.92002146,92P0571,92P0571,92P03330,1,8,8,1.5,0.395988792,3.154726925
