lat,long,temp,pedon_key
36.4277778,-114.1441667,20.12229096,74C0152
36.4319444,-114.1569444,20.27533119,74C0153
36.4177778,-114.1269444,20.0137197,74C0154
36.1741667,-115.0722222,20.66617075,80P0228
36.2658333,-115.2047222,19.54880415,80P0229
36.6819458,-114.2805557,21.90946152,89P0531
36.7555542,-114.234726,21.34645431,89P0532
36.7555542,-114.234726,21.34645431,89P0533
36.6819458,-114.2805557,21.90946152,89P0534
36.7552795,-114.2544479,20.71416433,89P0535
36.7763901,-114.2661133,20.3233377,89P0536
36.7750015,-114.2644424,20.32044737,89P0537
36.0347176,-115.2033386,19.3613481,80P0225
36.1119347,-115.2783356,18.93218809,80P0226
36.1166649,-114.9833298,20.74900971,80P0227
36.2550011,-115.3238907,18.21306469,80P0230
36.2405548,-115.1930542,19.69980016,80P0231
36.2849998,-115.0488892,20.04114466,80P0232
36.1599998,-115.1572189,20.04403897,80P0233
38.7107658,-116.5892334,2.576219005,78P0559
38.7610435,-116.6036835,2.386215667,78P0560
38.7971573,-116.6009064,2.489542431,78P0561
38.8082657,-116.6092377,3.002156877,78P0562
38.7763214,-116.625351,3.8575568,78P0563
38.720768,-116.5870132,1.899559831,78P0564
38.7443771,-116.6036835,2.599447765,78P0565
38.6916008,-116.6092377,3.861841699,78P0566
38.9327774,-116.6927795,9.047083143,80P0185
38.519165,-116.9333344,9.534992606,80P0186
38.6744461,-116.2333298,9.489108429,86P0806
36.9669456,-115.9694443,15.16619525,87P0609
38.3604889,-116.363945,10.61421738,87P0269
38.3993778,-116.2039417,12.09752537,87P0270
38.1366043,-116.6775589,10.90754082,87P0271
38.4260445,-116.1825562,11.51634313,87P0272
38.0566025,-116.0650406,13.36719843,87P0273
38.7707748,-115.182518,12.45696149,87P0280
38.9902115,-115.6119843,12.23408719,87P0281
38.3693771,-116.4175568,9.23505466,87P0287
38.3346558,-116.3092194,12.42577352,87P0268
36.667778,-115.9972229,15.78292981,87P0726
36.6674995,-115.9972229,15.79038324,87P0727
38.7022209,-117.7722244,9.995235911,92P0570
38.6361122,-117.6444473,9.92002146,92P0571
38.044445,-117.1308365,11.51429237,92P0572
38.0986099,-117.0819473,11.58456932,92P0573
38.086113,-117.0083313,11.70165387,92P0574
38.5211105,-116.933609,9.516450236,92P0575
38.6222229,-116.7088852,8.249298998,92P0576
38.4583321,-116.9694443,9.971800082,92P0577
38.0938377,-115.9981003,13.38256486,73C0045
37.8955078,-115.9569855,12.26651447,73C0046
37.8027306,-116.0030975,12.62683042,73C0047
37.8699493,-116.3031082,10.14895117,73C0048
38.3224449,-115.7481003,13.92040864,73C0049
38.3796692,-115.7036514,14.0194007,73C0050
38.9638252,-115.7453308,12.02123371,73C0051
38.6193848,-115.6253204,14.00017499,73C0053
37.3983333,-117.4666667,11.58124191,83P0612
37.3933333,-117.4847222,11.06931043,83P0613
37.5572205,-117.7722244,7.927636908,83P0615
37.8274307,-118.1062164,11.95223603,73C0054
37.7507706,-118.0553818,12.38586111,73C0055
37.539669,-117.4942474,9.505294322,73C0056
37.5332794,-117.5025864,9.337897005,73C0057
37.5055046,-117.5109177,8.16544707,73C0058
37.6599312,-117.5898132,13.29213882,73C0059
37.8802185,-117.6809235,12.27940643,73C0060
37.7182732,-117.8375931,6.387865484,73C0061
37.5966072,-118.0092621,12.04902413,73C0062
37.7854919,-118.0120468,12.53538009,73C0063
37.7599373,-118.0237122,12.27961129,73C0064
37.4235611,-117.2292404,13.01648335,73C0065
37.8282776,-117.3242493,12.41117819,73C0066
